"Name","Nationality","Position","Team","Age","YOB","MatchedPlayed","Starts","MinutesPlayed","90s","Goals","Assists","GA","NonPenGoals","PensScored","PensAttempted","YellowCards","RedCards","xG","npxG","xAG","npxG + xAG","ProgressiveCarries","ProgressivePasses","ProgressivePassesReceived","G/90","A/90","GA/90","NonPenGoals/90","NonPenGA/90","xG/90","xAG/90","xA+xG /90","npxG/90","npXG + xAG /90","Matches","Season","Shots","ShotsOnTarget","SoT%","S/90","SoT/90","G/Shot","G/SoT","AvgShotDist","FKShots","npxG/Shot","Goals - xG","npG - npxG","PassesCompleted","PassesAttempted","PercentPassesCompleted","TotalPassingDistance","ProgressedPassingDistance","ShortPassesCompleted","ShortPassesAttempted","ShortPassesPercentCompleted","MedPassesCompleted","MedPassesAttempted","MedPassesPercentCompleted","LongPassesCompleted","LongPassesAttempted","LongPassesPercentCompleted","xA","A - xAG","KeyPasses","1/3","PPen","CPen","Progressive Passes","Tackles","TacklesWon","TklsDefThird","TklsMidThird","TklsAttThird","DribblersTackled","DribblesChallenged","DrblTkl%","ChallengesLost","Blocks","BlockedShots","BlockedPasses","Interceptions","Tackles + Interceptions","Clearances","DefensiveErrors"
"Granit Xhaka","ch SUI","MF,DF","Arsenal","27","1992","31","29","2,522","28.0","1","2","3","1","0","0","7","1","0.9","0.9","1.5","2.3","41","276","31","0.04","0.07","0.11","0.04","0.11","0.03","0.05","0.08","0.03","0.08","Matches","2020/2021","21","7","33.3","0.75","0.25","0.05","0.14","27.1","7","0.04","+0.1","+0.1","2011","2239","89.8","35557","10193","890","956","93.1","879","945","93.0","201","257","78.2","1.9","+0.5","17","271","26","1","276","50","26","18","17","15","30","58","51.7","28","23","7","16","24","74","38","3"
"Andriy Yarmolenko","ua UKR","FW,MF","West Ham","30","1989","15","1","375","4.2","0","1","1","0","0","0","3","0","0.3","0.3","0.8","1.1","22","17","38","0.00","0.24","0.24","0.00","0.24","0.06","0.19","0.25","0.06","0.25","Matches","2020/2021","7","2","28.6","1.68","0.48","0.00","0.00","20.3","0","0.04","-0.3","-0.3","117","152","77.0","1811","429","70","79","88.6","37","51","72.5","9","15","60.0","0.5","+0.2","5","11","6","2","17","5","4","2","2","1","2","8","25.0","6","1","0","1","1","6","2","0"
"DeAndre Yedlin","us USA","DF","Newcastle Utd","27","1993","6","5","436","4.8","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","6","12","15","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.04","0.02","0.04","Matches","2020/2021","2","0","0.0","0.41","0.00","0.00","","21.7","0","0.04","-0.1","-0.1","113","179","63.1","1651","733","69","88","78.4","35","58","60.3","6","22","27.3","0.2","-0.1","3","5","6","1","12","9","4","8","1","0","4","10","40.0","6","5","1","4","7","16","17","0"
"Okay Yokuslu","tr TUR","MF","West Brom","26","1994","16","15","1,317","14.6","0","1","1","0","0","0","4","0","0.9","0.9","0.7","1.5","5","54","5","0.00","0.07","0.07","0.00","0.07","0.06","0.05","0.10","0.06","0.10","Matches","2020/2021","12","0","0.0","0.82","0.00","0.00","","21.1","1","0.07","-0.9","-0.9","439","536","81.9","6882","2492","223","258","86.4","151","177","85.3","40","51","78.4","0.8","+0.3","6","39","2","0","54","38","25","21","13","4","17","35","48.6","18","15","3","12","35","73","33","1"
"Wilfried Zaha","ci CIV","FW","Crystal Palace","27","1992","30","29","2,612","29.0","11","2","13","9","2","2","6","0","8.1","6.5","3.1","9.6","103","72","259","0.38","0.07","0.45","0.31","0.38","0.28","0.11","0.39","0.22","0.33","Matches","2020/2021","58","18","31.0","2.00","0.62","0.16","0.50","16.9","0","0.11","+2.9","+2.5","586","784","74.7","7821","1763","359","434","82.7","157","198","79.3","28","51","54.9","3.9","-1.1","30","35","33","2","72","26","18","8","15","3","11","30","36.7","19","21","0","21","9","35","4","0"
"Andre-Frank Zambo Anguissa","cm CMR","MF","Fulham","24","1995","36","29","2,587","28.7","0","3","3","0","0","0","6","0","1.6","1.6","2.5","4.0","81","156","68","0.00","0.10","0.10","0.00","0.10","0.05","0.09","0.14","0.05","0.14","Matches","2020/2021","34","8","23.5","1.18","0.28","0.00","0.00","21.6","0","0.05","-1.6","-1.6","1201","1434","83.8","17714","4593","669","761","87.9","428","477","89.7","57","94","60.6","2.0","+0.5","27","123","20","4","156","78","37","27","38","13","27","68","39.7","41","35","6","29","56","134","17","2"
"Andi Zeqiri","ch SUI","FW,DF","Brighton","21","1999","9","0","171","1.9","0","0","0","0","0","0","0","0","0.7","0.7","0.1","0.8","2","2","14","0.00","0.00","0.00","0.00","0.00","0.38","0.04","0.42","0.38","0.42","Matches","2020/2021","7","2","28.6","3.68","1.05","0.00","0.00","13.6","0","0.10","-0.7","-0.7","21","44","47.7","293","60","12","19","63.2","6","14","42.9","1","5","20.0","0.1","-0.1","1","3","1","1","2","3","2","0","2","1","1","2","50.0","1","1","0","1","0","3","2","0"
"Oleksandr Zinchenko","ua UKR","DF","Manchester City","23","1996","20","15","1,478","16.4","0","0","0","0","0","0","0","0","0.7","0.7","0.9","1.6","38","118","65","0.00","0.00","0.00","0.00","0.00","0.04","0.06","0.10","0.04","0.10","Matches","2020/2021","16","4","25.0","0.97","0.24","0.00","0.00","22.7","1","0.04","-0.7","-0.7","1340","1517","88.3","19508","5379","745","791","94.2","496","563","88.1","53","86","61.6","1.1","-0.9","15","122","13","1","118","25","15","12","9","4","14","24","58.3","10","17","4","13","23","48","28","0"
"Hakim Ziyech","ma MAR","MF,FW","Chelsea","27","1993","23","15","1,172","13.0","2","3","5","2","0","0","3","0","1.9","1.9","3.6","5.5","27","91","108","0.15","0.23","0.38","0.15","0.38","0.14","0.28","0.42","0.14","0.42","Matches","2020/2021","35","12","34.3","2.69","0.92","0.06","0.17","23.1","1","0.05","+0.1","+0.1","547","742","73.7","7897","2192","301","352","85.5","153","210","72.9","45","99","45.5","3.2","-0.6","34","46","28","4","91","14","10","5","7","2","5","19","26.3","14","9","1","8","10","24","2","0"
"Kurt Zouma","fr FRA","DF","Chelsea","25","1994","24","22","2,029","22.5","5","0","5","5","0","0","3","0","2.0","2.0","0.1","2.1","14","74","8","0.22","0.00","0.22","0.22","0.22","0.09","0.00","0.09","0.09","0.09","Matches","2020/2021","27","12","44.4","1.20","0.53","0.19","0.42","13.4","0","0.07","+3.0","+3.0","1616","1781","90.7","30035","9304","591","631","93.7","870","915","95.1","128","189","67.7","0.6","-0.1","4","77","2","0","74","16","10","8","6","2","4","8","50.0","4","13","9","4","28","44","93","0"
"Martin Ødegaard","no NOR","MF","Arsenal","21","1998","14","9","866","9.6","1","2","3","1","0","0","0","0","0.7","0.7","2.0","2.7","16","65","49","0.10","0.21","0.31","0.10","0.31","0.08","0.21","0.29","0.08","0.29","Matches","2020/2021","15","3","20.0","1.56","0.31","0.07","0.33","22.5","1","0.05","+0.3","+0.3","462","533","86.7","6611","1663","249","263","94.7","149","175","85.1","24","46","52.2","1.9","0.0","20","43","18","2","65","9","3","2","6","1","4","14","28.6","10","2","0","2","2","11","5","0"
"Patrick van Aanholt","nl NED","DF","Crystal Palace","28","1990","29","29","2,507","27.9","3","2","5","2","1","1","0","0","2.1","1.3","3.7","5.1","60","143","89","0.11","0.07","0.18","0.07","0.14","0.08","0.13","0.21","0.05","0.18","Matches","2019/2020","26","5","19.2","0.93","0.18","0.08","0.40","21.7","3","0.05","+0.9","+0.7","1241","1595","77.8","19052","8208","668","758","88.1","470","590","79.7","73","163","44.8","3.2","-1.7","32","89","23","3","143","43","23","31","10","2","23","50","46.0","27","31","9","22","45","88","52","1"
"Max Aarons","eng ENG","DF","Norwich City","19","2000","36","36","3,240","36.0","0","1","1","0","0","0","7","0","0.6","0.6","3.9","4.5","92","78","151","0.00","0.03","0.03","0.00","0.03","0.02","0.11","0.12","0.02","0.12","Matches","2019/2020","14","4","28.6","0.39","0.11","0.00","0.00","17.2","0","0.04","-0.6","-0.6","1332","1711","77.8","17879","5691","880","982","89.6","351","469","74.8","49","121","40.5","2.8","-2.9","23","55","28","12","78","48","30","33","9","6","18","36","50.0","18","46","29","17","37","85","97","1"
"Tammy Abraham","eng ENG","FW","Chelsea","21","1997","34","25","2,215","24.6","15","3","18","15","0","0","2","0","16.4","16.4","2.7","19.0","31","34","134","0.61","0.12","0.73","0.61","0.73","0.67","0.11","0.77","0.67","0.77","Matches","2019/2020","88","35","39.8","3.58","1.42","0.17","0.43","11.6","0","0.19","-1.4","-1.4","275","418","65.8","3513","697","161","221","72.9","63","86","73.3","13","21","61.9","1.9","+0.3","21","17","7","1","34","8","4","2","5","1","3","14","21.4","11","20","2","18","6","14","27","0"
"Che Adams","sct SCO","FW","Southampton","23","1996","30","12","1,111","12.3","4","2","6","4","0","0","0","0","5.3","5.3","1.7","7.0","20","16","87","0.32","0.16","0.49","0.32","0.49","0.43","0.14","0.57","0.43","0.57","Matches","2019/2020","36","9","25.0","2.92","0.73","0.11","0.44","15.2","0","0.15","-1.3","-1.3","162","263","61.6","2292","522","97","124","78.2","44","73","60.3","9","19","47.4","0.6","+0.3","13","9","3","0","16","6","4","1","5","0","1","4","25.0","3","9","1","8","2","8","10","0"
"Adrián","es ESP","GK","Liverpool","32","1987","11","9","875","9.7","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2019/2020","0","0","","0.00","0.00","","","","0","","0.0","0.0","238","311","76.5","6251","4149","48","48","100.0","112","113","99.1","78","148","52.7","0.0","0.0","0","3","0","0","0","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","8","3"
"Sergio Agüero","ar ARG","FW","Manchester City","31","1988","24","18","1,452","16.1","16","3","19","14","2","3","1","0","14.5","12.1","2.3","14.4","35","34","105","0.99","0.19","1.18","0.87","1.05","0.90","0.14","1.04","0.75","0.89","Matches","2019/2020","73","24","32.9","4.52","1.49","0.19","0.58","13.7","0","0.17","+1.5","+1.9","286","365","78.4","3050","674","186","218","85.3","60","76","78.9","2","5","40.0","2.5","+0.7","18","15","19","0","34","7","4","0","4","3","1","8","12.5","7","9","1","8","3","10","2","0"
"Albian Ajeti","ch SUI","FW","West Ham","22","1997","9","0","139","1.5","0","0","0","0","0","0","0","0","0.2","0.2","0.1","0.2","0","0","10","0.00","0.00","0.00","0.00","0.00","0.11","0.05","0.16","0.11","0.16","Matches","2019/2020","3","0","0.0","1.94","0.00","0.00","","15.7","0","0.06","-0.2","-0.2","12","15","80.0","117","6","9","12","75.0","1","1","100.0","0","0","","0.0","-0.1","2","1","0","0","0","1","0","0","0","1","0","0","","0","0","0","0","0","1","0","0"
"Nathan Aké","nl NED","DF","Bournemouth","24","1995","29","29","2,503","27.8","2","2","4","2","0","0","2","0","3.0","3.0","2.2","5.1","12","81","7","0.07","0.07","0.14","0.07","0.14","0.11","0.08","0.18","0.11","0.18","Matches","2019/2020","25","7","28.0","0.90","0.25","0.08","0.29","10.3","0","0.12","-1.0","-1.0","1079","1238","87.2","19315","6988","435","472","92.2","554","608","91.1","82","132","62.1","0.3","-0.2","7","58","7","0","81","31","21","23","8","0","14","23","60.9","9","40","29","11","36","67","152","0"
"Marc Albrighton","eng ENG","MF,DF","Leicester City","29","1989","20","9","867","9.6","0","3","3","0","0","0","2","0","0.4","0.4","2.2","2.6","20","45","94","0.00","0.31","0.31","0.00","0.31","0.04","0.22","0.27","0.04","0.27","Matches","2019/2020","10","2","20.0","1.04","0.21","0.00","0.00","20.7","0","0.04","-0.4","-0.4","339","499","67.9","5532","2035","179","216","82.9","110","145","75.9","36","97","37.1","1.6","+0.8","19","39","21","8","45","24","17","10","13","1","9","30","30.0","21","19","2","17","10","34","8","0"
"Toby Alderweireld","be BEL","DF","Tottenham","30","1989","33","33","2,957","32.9","2","2","4","2","0","0","7","0","0.7","0.7","1.3","2.1","11","96","10","0.06","0.06","0.12","0.06","0.12","0.02","0.04","0.06","0.02","0.06","Matches","2019/2020","16","4","25.0","0.49","0.12","0.13","0.50","12.6","0","0.05","+1.3","+1.3","1630","2009","81.1","33738","10390","480","531","90.4","924","1021","90.5","216","414","52.2","1.4","+0.7","11","110","13","2","96","40","29","24","13","3","11","24","45.8","13","48","32","16","31","71","172","2"
"Trent Alexander-Arnold","eng ENG","DF","Liverpool","20","1998","38","35","3,175","35.3","4","13","17","4","0","0","5","0","2.8","2.8","10.9","13.7","98","247","226","0.11","0.37","0.48","0.11","0.48","0.08","0.31","0.39","0.08","0.39","Matches","2019/2020","44","13","29.5","1.25","0.37","0.09","0.31","22.6","13","0.06","+1.2","+1.2","2278","3230","70.5","43250","16071","993","1095","90.7","912","1250","73.0","315","700","45.0","9.7","+2.1","87","190","88","31","247","55","34","35","17","3","36","78","46.2","42","27","9","18","45","100","84","3"
"Alisson","br BRA","GK","Liverpool","26","1992","29","29","2,543","28.3","0","1","1","0","0","0","0","1","0.0","0.0","0.3","0.3","0","1","0","0.00","0.04","0.04","0.00","0.04","0.00","0.01","0.01","0.00","0.01","Matches","2019/2020","0","0","","0.00","0.00","","","","0","","0.0","0.0","820","947","86.6","19608","12630","204","204","100.0","414","424","97.6","199","314","63.4","0.0","+0.7","1","7","0","0","1","0","0","0","0","0","0","2","0.0","2","0","0","0","1","1","13","3"
"Dele Alli","eng ENG","MF,FW","Tottenham","23","1996","25","21","1,847","20.5","8","4","12","7","1","1","2","0","8.1","7.3","3.5","10.8","56","69","152","0.39","0.19","0.58","0.34","0.54","0.40","0.17","0.56","0.36","0.53","Matches","2019/2020","41","18","43.9","2.00","0.88","0.17","0.39","14.9","0","0.18","-0.1","-0.3","632","841","75.1","8846","2173","345","414","83.3","212","252","84.1","28","56","50.0","2.9","+0.5","23","43","22","0","69","34","16","11","20","3","13","37","35.1","24","35","3","32","17","51","17","2"
"Miguel Almirón","py PAR","MF,FW","Newcastle Utd","25","1994","36","35","3,021","33.6","4","2","6","4","0","0","5","0","6.7","6.7","3.0","9.7","120","77","160","0.12","0.06","0.18","0.12","0.18","0.20","0.09","0.29","0.20","0.29","Matches","2019/2020","56","17","30.4","1.67","0.51","0.07","0.24","16.2","0","0.12","-2.7","-2.7","681","884","77.0","9262","2156","396","457","86.7","192","248","77.4","37","65","56.9","1.9","-1.0","31","40","21","5","77","60","39","32","20","8","19","52","36.5","33","25","1","24","31","91","25","0"
"Marcos Alonso","es ESP","DF","Chelsea","28","1990","18","15","1,430","15.9","4","2","6","4","0","0","4","0","2.6","2.6","2.6","5.2","62","69","155","0.25","0.13","0.38","0.25","0.38","0.16","0.17","0.33","0.16","0.33","Matches","2019/2020","30","8","26.7","1.89","0.50","0.13","0.50","16.5","1","0.09","+1.4","+1.4","916","1136","80.6","13962","4089","496","565","87.8","347","413","84.0","47","96","49.0","2.4","-0.6","25","39","29","14","69","28","16","20","6","2","14","33","42.4","19","18","2","16","20","48","32","0"
"Steven Alzate","co COL","MF,DF","Brighton","20","1998","19","12","1,188","13.2","0","0","0","0","0","0","1","0","1.2","1.2","0.7","2.0","34","66","92","0.00","0.00","0.00","0.00","0.00","0.09","0.06","0.15","0.09","0.15","Matches","2019/2020","13","3","23.1","0.98","0.23","0.00","0.00","18.3","0","0.09","-1.2","-1.2","556","661","84.1","8283","2031","316","354","89.3","210","241","87.1","20","28","71.4","0.9","-0.7","14","28","17","3","66","33","19","20","11","2","17","27","63.0","10","18","3","15","14","47","13","0"
"Ibrahim Amadou","fr FRA","DF,MF","Norwich City","26","1993","11","8","759","8.4","0","0","0","0","0","0","1","0","0.8","0.8","0.0","0.8","4","13","1","0.00","0.00","0.00","0.00","0.00","0.09","0.00","0.10","0.09","0.10","Matches","2019/2020","6","1","16.7","0.71","0.12","0.00","0.00","17.6","0","0.13","-0.8","-0.8","324","374","86.6","5896","1826","127","143","88.8","156","174","89.7","36","47","76.6","0.0","0.0","1","10","1","0","13","18","11","9","8","1","3","11","27.3","8","8","5","3","16","34","55","1"
"Felipe Anderson","br BRA","MF,FW","West Ham","26","1993","25","20","1,497","16.6","1","4","5","1","0","0","1","0","2.5","2.5","3.1","5.6","106","100","132","0.06","0.24","0.30","0.06","0.30","0.15","0.18","0.34","0.15","0.34","Matches","2019/2020","23","8","34.8","1.38","0.48","0.04","0.13","17.1","0","0.11","-1.5","-1.5","727","945","76.9","11062","3031","440","527","83.5","207","257","80.5","58","89","65.2","2.8","+0.9","25","56","34","4","100","46","32","20","21","5","11","47","23.4","36","19","1","18","22","68","11","0"
"Florin Andone","ro ROU","FW","Brighton","26","1993","3","1","73","0.8","1","0","1","1","0","0","0","1","0.4","0.4","0.1","0.4","2","0","4","1.23","0.00","1.23","1.23","1.23","0.45","0.06","0.51","0.45","0.51","Matches","2019/2020","1","1","100.0","1.23","1.23","1.00","1.00","7.8","0","0.36","+0.6","+0.6","7","12","58.3","71","22","7","8","87.5","0","2","0.0","0","0","","0.0","-0.1","1","0","0","0","0","1","1","0","1","0","1","1","100.0","0","1","1","0","0","1","1","0"
"Angeliño","es ESP","DF","Manchester City","22","1997","6","4","423","4.7","0","0","0","0","0","0","1","0","0.2","0.2","1.5","1.7","21","41","70","0.00","0.00","0.00","0.00","0.00","0.05","0.32","0.36","0.05","0.36","Matches","2019/2020","5","0","0.0","1.06","0.00","0.00","","19.8","0","0.04","-0.2","-0.2","333","429","77.6","5053","1272","178","201","88.6","131","169","77.5","16","36","44.4","1.1","-1.5","9","30","16","9","41","5","2","3","1","1","5","7","71.4","2","1","0","1","9","14","15","0"
"Faustino Anjorin","eng ENG","FW","Chelsea","17","2001","1","0","20","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","1","1","0.00","0.00","0.00","0.00","0.00","0.11","0.00","0.11","0.11","0.11","Matches","2019/2020","1","0","0.0","4.50","0.00","0.00","","31.8","0","0.02","0.0","0.0","7","7","100.0","87","8","4","4","100.0","2","2","100.0","0","0","","0.0","0.0","0","1","0","0","1","0","0","0","0","0","0","0","","0","1","0","1","0","0","0","0"
"Michail Antonio","jm JAM","FW","West Ham","29","1990","24","19","1,768","19.6","10","3","13","9","1","1","3","0","12.9","12.1","3.7","15.9","53","39","178","0.51","0.15","0.66","0.46","0.61","0.66","0.19","0.85","0.62","0.81","Matches","2019/2020","67","30","44.8","3.41","1.53","0.13","0.30","13.7","0","0.19","-2.9","-3.1","329","524","62.8","4662","1128","189","250","75.6","85","137","62.0","26","52","50.0","3.5","-0.7","25","18","17","7","39","13","9","5","4","4","4","14","28.6","10","17","2","15","9","22","5","0"
"Stuart Armstrong","sct SCO","MF","Southampton","27","1992","30","19","1,715","19.1","5","3","8","5","0","0","4","0","2.8","2.8","2.0","4.8","45","71","101","0.26","0.16","0.42","0.26","0.42","0.15","0.10","0.25","0.15","0.25","Matches","2019/2020","46","20","43.5","2.41","1.05","0.11","0.25","21.2","0","0.06","+2.2","+2.2","464","616","75.3","6611","2171","265","323","82.0","154","191","80.6","22","35","62.9","1.4","+1.0","18","36","22","4","71","32","19","19","11","2","9","38","23.7","29","22","4","18","11","43","23","1"
"Kepa Arrizabalaga","es ESP","GK","Chelsea","24","1994","33","33","2,970","33.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Matches","2019/2020","0","0","","0.00","0.00","","","","0","","0.0","0.0","896","1095","81.8","21518","13302","159","159","100.0","538","546","98.5","199","383","52.0","0.0","0.0","0","2","0","0","0","1","1","1","0","0","1","2","50.0","1","0","0","0","1","2","7","2"
"Christian Atsu","gh GHA","MF,FW","Newcastle Utd","27","1992","19","6","749","8.3","0","3","3","0","0","0","2","0","0.2","0.2","1.3","1.5","29","16","22","0.00","0.36","0.36","0.00","0.36","0.03","0.15","0.18","0.03","0.18","Matches","2019/2020","5","1","20.0","0.60","0.12","0.00","0.00","19.1","0","0.04","-0.2","-0.2","167","218","76.6","2225","540","95","109","87.2","40","51","78.4","10","21","47.6","0.9","+1.7","13","5","10","5","16","10","8","5","5","0","5","14","35.7","9","19","0","19","5","15","9","0"
"Pierre-Emerick Aubameyang","ga GAB","FW","Arsenal","30","1989","36","35","3,136","34.8","22","3","25","20","2","2","3","1","14.7","13.2","3.3","16.5","98","81","288","0.63","0.09","0.72","0.57","0.66","0.42","0.09","0.52","0.38","0.47","Matches","2019/2020","91","40","44.0","2.61","1.15","0.22","0.50","15.5","2","0.14","+7.3","+6.8","614","912","67.3","8262","2061","373","461","80.9","169","277","61.0","25","54","46.3","4.1","-0.3","26","25","47","16","81","31","19","10","12","9","12","51","23.5","39","39","1","38","14","45","16","0"
